"Id","LocationKey","ProductId"
"0AAA3592-C09B-4774-9461-0000028FB9C5",https://cdn.hamrobazaar.com/2180497_0611egh6he6e9b83.jpg,"4CCBF24F-ABA8-4ECC-89CB-FCD17688EFB6"
CF3D6A81-A906-42CE-94C1-00000B5726DF,https://cdn03.hamrobazaar.com/User/Posts/2022/5/28/cf3d6a81-a906-42ce-94c1-00000b5726df.webp,"5CAA06DF-9BAF-4B2A-9E3E-25AB67905C79"
BB7524B5-2DFD-52F6-BD4A-00000BAA4A4C,https://hamrobazaar.blr1.cdn.digitaloceanspaces.com/User/Posts/2024/04/02/91691ec2-3374-096a-3b35-b9b2047c314c.jpg,"3F62D9C8-6EBB-0683-5208-A7868B2EAF23"
"0574F420-A696-49F4-BD57-000022C4E444",https://cdn.hamrobazaar.com/3067181_0225dd3ga7gf6b57.jpg,B320E22A-8FFC-4141-AB8A-9DD109269E0D
"9BA33EB8-CF9A-E66E-F51D-00002326F243",https://hamrobazaar.blr1.cdn.digitaloceanspaces.com/User/Posts/2024/02/06/c57eeaa5-c64d-6d38-7732-c1ea9deb35fa.jpg,AAAC266E-7C23-EA01-7ECB-CB93F3178744
"376F8D48-C6B4-4815-AC9E-0000250BF987",https://cdn.hamrobazaar.com/3022241_01267a115gdecdf9.jpg,"64DB013C-4A41-4E79-9401-7B26EF0DAB8A"
"999816BF-856F-8BFD-293E-00002E793140",https://hamrobazaar.blr1.cdn.digitaloceanspaces.com/User/Posts/2024/12/04/76b7aa62-205d-5589-3667-4040cbfb9231.webp,DA8A1AFA-8AA7-D05E-114D-64104FF49A5F
"4B9C1F9B-004B-2DE6-D352-000034450D45",https://hamrobazaar.blr1.cdn.digitaloceanspaces.com/User/Posts/2024/05/12/430aca9d-717b-7c6b-8430-4fa6c64af494.jpeg,"4D566693-6148-C07B-F296-363D7B564A6C"
"2D30E2B5-ECFB-5CF8-7D9E-0000381071B5",https://cdn03.hamrobazaar.com/User/Posts/2022/7/1/dc5b316e-c124-4c7d-a6c6-dbb8aa8ec5da.webp,"21F881F9-A797-4A22-AED4-2380954C6B96"
C65F7B42-CB7F-4E5D-BE2C-00004A7E07A3,https://cdn03.hamrobazaar.com/User/Posts/2022/12/25/5cce2095-636e-470e-8f8b-c0beff670bb1.webp,D23C8B4D-C55E-403D-990A-D1EDD986916D
"420B9DEC-23F6-0CE9-171C-000052CCFFF8",https://hamrobazaar.blr1.cdn.digitaloceanspaces.com/User/Posts/2024/02/19/8592bee3-b51b-88e3-fcc7-89b8f42159d6.jpg,"1E4E3BA8-9280-3333-6F36-3AD55B50E1C4"
"0A4D78E4-CCBD-4AA4-9105-0000532FE06A",https://cdn03.hamrobazaar.com/User/Posts/2022/4/12/b98857bf-c779-4275-bfd2-d48c944a60b8.jpg,"8657A5FE-5C9B-4CEA-8802-3E3E3B025B15"
"54D7D6A0-BBFC-4F27-8517-00005BCFE0B3",https://cdn03.hamrobazaar.com/User/Posts/2022/6/6/54d7d6a0-bbfc-4f27-8517-00005bcfe0b3.webp,"10D0BDFE-FE34-4275-BFAE-7B62902C28D2"
"452FAE80-7A9A-FFAA-C9FE-00005C9E8255",https://hamrobazaar.blr1.cdn.digitaloceanspaces.com/User/Posts/2024/05/17/cbe5256d-41d8-da73-84af-b9dc9a7810df.webp,CA570D4B-959B-BE12-82A2-A7C836374819
"0EA6715E-4574-4CBB-BFC4-00005F096105",https://cdn03.hamrobazaar.com/User/Posts/2022/9/26/f28969eb-e3cf-4e63-abbc-1c5fbb8f9e27.jpg,"8E5796FC-58DA-49B5-A70A-F7069F91C443"
"4F628E46-088C-E70F-7D7F-0000705B716C",https://hamrobazaar.blr1.cdn.digitaloceanspaces.com/User/Posts/2024/03/26/8c3a666e-b7fe-1147-df90-93e0a41dcf7e.webp,"54769EBE-B720-CFE0-91EF-F711C85F4F54"
"5E354074-F781-5933-84B9-00007647399C",https://hamrobazaar.blr1.cdn.digitaloceanspaces.com/User/Posts/2024/12/03/396a2943-7139-d6be-504f-0b0ab269b6d3.jpeg,F79DC3BF-4C35-6D8E-AFD8-44C230442982
CD7C72D2-8FC4-41F1-A76A-00007DAA15FA,https://cdn03.hamrobazaar.com/User/Posts/2022/12/2/13dd4954-de67-46c3-adaa-ad0fcd89a3da.webp,"8FE27EEF-31B5-4CAA-9AC7-2C2E065D49BA"
"781CF2B8-CA01-4999-10B0-00008D4183A6",https://hamrobazaar.blr1.cdn.digitaloceanspaces.com/User/Posts/2024/01/30/1285ab2b-7eb6-452f-3c66-6d8fb0dbe27d.webp,"8B559BD0-B0C3-A5D2-72D1-2F748B15EF92"
B3409F9F-27D2-4F87-A07E-00008D67F08C,https://cdn03.hamrobazaar.com/User/Posts/2023/1/23/7f6b3e3b-17f3-484e-a7ce-b0549e8360d9.webp,"7B2EB05A-C338-47FB-8A43-C4B9C21E18A3"
F0D5BD4D-3B92-0E5F-BEB5-00009392A4D0,https://hamrobazaar.blr1.cdn.digitaloceanspaces.com/User/Posts/2023/11/20/024d930c-9120-3d9c-4849-e4023fbedee1.webp,"0B11F3CE-A485-1023-B2C8-CEAEABDCB57F"
EA4C8BE4-4813-CA35-C893-0000A252CA14,https://hamrobazaar.blr1.cdn.digitaloceanspaces.com/User/Posts/2024/07/27/5441e531-081c-60db-8e19-498b4614efa5.webp,ED723F3C-B42D-1136-2849-59801CB7FA9D
"9A73701A-AFC7-4889-A0A4-0000AD9DCAF4",https://cdn03.hamrobazaar.com/User/Posts/2023/4/27/e15ad91f-e0c6-47fe-ac42-86629b2ae38d.webp,B107770C-2BBF-4B94-A24F-BF25AC35E760
"4EF53031-28E2-4999-AAE0-0000B252F11B",https://cdn.hamrobazaar.com/2913382_1119fe298hga2cg9.jpg,"12BEB820-3AD8-4D55-9C82-81A02AA6743A"
B3481932-0065-55B7-1C42-0000B443C057,https://hamrobazaar.blr1.cdn.digitaloceanspaces.com/User/Posts/2024/08/25/62f7735e-ed4b-60d7-628b-adcf7b433f5a.webp,"7DE979E3-C621-72A7-C45A-9ADEC94E0A72"
"8D559EBF-D368-C729-5F07-0000B5B640BD",https://cdn03.hamrobazaar.com/User/Posts/2023/09/08/26e6baac-80a0-c8a7-844c-7fc8139c31c8.webp,"0797883E-8BDD-69DE-0A72-B5D5F1BF12E9"
"3BA01A74-BD0C-4DC9-82C4-0000C1523ACB",https://cdn03.hamrobazaar.com/User/Posts/2022/12/18/c73e02fc-bd66-4ad1-b2a0-c49930483056.webp,C2C76DA2-137D-404B-B8FF-817F91114F77
"56B44281-0D55-168C-7D29-0000C7EA461E",https://hamrobazaar.blr1.cdn.digitaloceanspaces.com/User/Posts/2024/03/10/c184b576-3c29-c46c-ccd5-2738b763513d.webp,"8F2CEDB8-0C49-49CD-15F9-BD335F2E6BD3"
"54BD8A48-EB6A-442F-8146-0000C8CC2754",https://cdn.hamrobazaar.com/3044117_020942f337466367.jpg,"80C733E6-F727-433A-A64F-C87800EF480B"
"499EFA23-1826-4153-E3F8-0000EEB9C3C4",https://hamrobazaar.blr1.cdn.digitaloceanspaces.com/User/Posts/2024/04/26/1c3494a7-4eea-19b8-71e1-c5e54d7ab1bc.jpg,F88996AA-9788-9E7D-27B8-D851E4712417
BE4FA86A-6E02-7057-0CD5-0000EF2E1309,https://cdn03.hamrobazaar.com/User/Posts/2023/09/15/f960f3d4-e202-da8a-3618-484fd73d2635.webp,"1D401EF7-522D-11D6-3D4D-1E3EE0B14471"
D47C1707-F30E-08CC-0EFC-0000F175A174,https://hamrobazaar.blr1.cdn.digitaloceanspaces.com/User/Posts/2024/04/13/e282e281-3f9b-2294-3a7e-1a27740e9443.jpeg,B1AA180C-78EB-AC80-7392-126DD2DEC21A
"75357238-05D9-4D31-9499-0000F207E890",https://cdn03.hamrobazaar.com/User/Posts/2023/4/15/5ade2b3c-9e34-4b25-aa59-21937075b860.jpg,"514EE025-3254-4CC5-97F1-A5F17EDE845D"
EEA07182-5ED6-3C89-0F56-0000F64CC5EF,https://hamrobazaar.blr1.cdn.digitaloceanspaces.com/User/Posts/2024/01/05/59f94b06-f34f-266e-a004-d16a3a51391f.jpeg,"68A62B75-1766-C4FF-385C-BE5D51AA4B31"
"42841BD7-8FEE-4399-8182-0000F806C30B",https://cdn03.hamrobazaar.com/User/Posts/2022/9/13/4c0a2a66-b4d9-4b24-bdcc-cb4505923f95.jpg,C5A97D0E-1F88-4B6D-AFBE-1A2A870586C3
"0A9B82AF-A190-4104-8441-000100A80D64",https://cdn.hamrobazaar.com/3022435_0126e1cbc4b1621b.jpg,"76463052-D917-487D-9F64-C1DEDAB06177"
"5003C077-2094-9B98-9BAE-000100DE809D",https://cdn03.hamrobazaar.com/User/Posts/2023/07/22/3529d9de-800a-bf44-0eda-4710d5ef4f28.webp,"0D538BB0-FB4E-006E-E216-D7AD3863E4BD"
